appendComment,pics,rateContent,rateDate,reply,serviceRateContent,userInfo
,,"物流太快了！Logistik zu schnell!第二天就到！Am nächsten Tag auf!质量也不错，就是号码偏大，男朋友很喜欢，好Gute Qualität, ist diese Zahl zu groß, freund gefallen, gute",2015-05-27 10:53:382015.05.27 10.53.38,,,
,,"不错，很合身Gut, sehr fit",2015-05-27 09:09:482015.05.27 09.09.48,,,
,,"刚刚收到货、我想说对快递小哥说一声辛苦了。Nur Erhalt der Ware, möchte ich sagen, zu kleinen Bruder zu sagen, ich danke Ihnen zum Ausdruck bringen.衣服比之前买的还要偏大、真心的觉得不值。Kleidung kaufen noch größer als zuvor, wirklich das Gefühl wert.",2015-05-26 20:56:122015.05.26 20.56.12,,,
,,"大小合适，尺码还是挺标准的，老公平时就穿175的，面料是纯棉的薄的，手感不错，很满意，发的顺丰第二天就收到了，很快，很满意Die richtige Größe, war die Größe ziemlich Standard, der Mann tragen in der Regel 175 Baumwollgewebe dünn ist, ein gutes Gefühl, sehr zufrieden, senden Sie das Glück am nächsten Tag erhielten sie, und bald, sehr zufrieden",2015-05-26 20:45:162015.05.26 20.45.16,,,
,,非常舒服！Sehr bequem!！!！!,2015-05-26 19:10:082015.05.26 19.10.08,,,
,,穿着舒适！Angenehm zu tragen!,2015-05-26 18:34:372015.05.26 18.34.37,,,
,,好。Okay.,2015-05-26 18:14:342015.05.26 18.14.34,,,
,//img.alicdn.com/bao/uploaded/i1/189490101251163985/TB2pcFgcVXXXXb9XpXXXXXXXXXX_!!793968949-0-rate.jpg//img.alicdn.com/bao/uploaded/i1/189490101251163985/TB2pcFgcVXXXXb9XpXXXXXXXXXX_!!793968949-0-rate.jpg,"差评。Schlecht.物流差评。Schlechte Logistik.在郑州停了三天、打了客服电话才给我派送的。In Zhengzhou hielt für drei Tage, nur um den Kundenservice telefonisch meiner Lieferung getroffen.",2015-05-26 17:51:052015.05.26 17.51.05,"您好，给您带来不便非常抱歉，针对您反馈的问题我们会及时的和物流公司进行核实，的确您的订单在配送时出现了异常情况，您在5月20日进行了下单，5月21日完成发货，5月22日后郑州市区域网上更新就停滞了，直到5月25日才进行更新，真的非常抱歉，我们会和物流公司尽快做内部的核实，感谢您对PUMA的支持及关注！Hallo, Wir entschuldigen uns für die Unannehmlichkeiten, für Ihre Rückmeldung Probleme werden wir umgehend überprüfen und Logistikunternehmen, und in der Tat Ihre Bestellung erschien anormale Situation, wenn die Verteilung, eine einzige für ihre Produkte am 20. Mai 5 21. März, um die Übermittlung durchzuführen, nach dem 22. Mai, stagnierte der Stadt Zhengzhou Bereich Online-Updates bis zum 25. Mai vor dem Update, wirklich leid, aber wir werden im Inneren und Logistikunternehmen Prüfung so schnell wie möglich zu tun, ich danke Ihnen für Ihr PUMA Unterstützung und Aufmerksamkeit!",,
,,还好，女生穿有点透。Glücklicherweise tragen die Mädchen ein wenig transparent.快递一天就到了。Liefertermin ist up.,2015-05-26 17:32:532015.05.26 17.32.53,,,
,,好评Günstige Kommentar,2015-05-26 17:31:092015.05.26 17.31.09,,,
,,好评Günstige Kommentar,2015-05-26 17:31:092015.05.26 17.31.09,,,
,,好评Günstige Kommentar,2015-05-26 17:01:312015.05.26 17.01.31,,,
,,好东西Schön,2015-05-26 13:29:512015.05.26 13.29.51,,,
,,"挺好的 尺寸也正常 平时都175 这个M号也正好Sehr gute Größe und normalen Friedens M No. 175 dies auch geschieht,",2015-05-26 13:11:172015.05.26 13.11.17,,,
,,"还行吧，穿着舒适，就是不太修身Okay, komfortabel, aber nicht sehr schlank",2015-05-26 10:41:132015.05.26 10.41.13,,,
,,"还行吧，穿着舒适，就是不太修身Okay, komfortabel, aber nicht sehr schlank",2015-05-26 10:41:132015.05.26 10.41.13,,,
,,"卖家很好很好,遇到问题耐心解决.Sehr, sehr guter Verkäufer, ist ein Problem aufgetreten und Geduld, um zu lösen.",2015-05-25 22:07:522015.05.25 22.07.52,,,
,,"尺寸太大，看评价说号码大很多，买小了一号还是大，换货麻烦将就着穿吧，衣服质量不错Zu groß ist, lesen Sie die Bewertungen sagen viele große Zahlen, kaufen kleinere auf der 1. oder große, Ersatz Mühe machen mit ihm, gute Qualität Kleidung",2015-05-25 21:44:472015.05.25 21.44.47,,,
,,物流快！Logistik schnell!衣服质量好！Gute Qualität Kleider!很有范！Große Auswahl!,2015-05-25 21:36:172015.05.25 21.36.17,,,
,,"比啊迪的大件，手感也不错，老公很满意，就是买了三件居然都没包邮Di sperrig als ah, fühlen sich gut, ihr Mann ist sehr zufrieden, ist zu kaufen die drei eigentlich nicht Versand",2015-05-25 21:19:472015.05.25 21.19.47,"亲，您好，感谢您对PUMA的支持及关注！Pro, hallo, danke für Ihre Unterstützung und Aufmerksamkeit PUMA!针对您的问题需要和您“解释”一下呦，店铺活动会不定期的推出，包邮活动非常规活动，一般我们会在月中或每逢活动期间会有一些包邮活动哦，在线客服人员的确无法擅自违背店铺规则帮您免邮哦，您的心情我们都十分理解的，我们会把您的建议反馈给公司哦~建议您收藏一下我们的店铺，随时关注店铺动态了哦~Für Ihre Bedürfnisse und Ihr Problem zu ""erklären"", was Yo, shop Veranstaltung wird von Zeit zu Zeit eingeführt werden, Versand Aktivität Routinetätigkeiten, in der Regel werden wir einige freie Verschiffen-Aktivitäten im Laufe des Monats oder jede Aktivität Oh, Online-Kundendienst-Mitarbeiter haben in der Tat kann nicht beliebig Regeln nicht zu helfen Sie einkaufen frei mail oh, Ihre Stimmung wir sind sehr verständnisvoll, und wir werden uns mit Ihrem Feedback, das Unternehmen empfehlen oh ~ empfehlen, dass Sie bei uns sind Lesezeichen, immer über die dynamische Shop oh ~",,
,"//img.alicdn.com/bao/uploaded/i3/17299081943744584/TB2cVXgcVXXXXXiXpXXXXXXXXXX_!!1638257299-0-rate.jpg,//img.alicdn.com/bao/uploaded/i4/17299096456264045/TB2xVVvcVXXXXXzXXXXXXXXXXXX_!!1638257299-0-rate.jpg//img.alicdn.com/bao/uploaded/i3/17299081943744584/TB2cVXgcVXXXXXiXpXXXXXXXXXX_!!1638257299-0-rate.jpg,//img.alicdn.com/bao/uploaded/i4/17299096456264045/TB2xVVvcVXXXXXzXXXXXXXXXXXX_!!1638257299-0- rate.jpg","非常不错衣服是正品，感觉比耐克的质量好。Sehr gute Kleidung ist echt, ich fühle mich besser als Nike-Qualität.号码标准。Anzahl Standards.本人一米七二。Es sieben Meter II.体重，七十三公斤。Gewicht, dreiundsiebzig kg.m码正好。m-Code genau richtig.就是买了之后第二天就降了十块钱。Das heißt, nach dem Kauf des nächsten Tag um zehn Dollar sinken.以后继续买彪马的衣服。Puma Zukunft fortsetzen, um Kleidung zu kaufen.给满分。Verteilen.还有就是客服服务态度非常好。Es gibt einen Kundenservice Haltung ist sehr gut.",2015-05-25 21:16:242015.05.25 21.16.24,,,
243010547875|2015-05-30 11:01:55|太容易坏了|19|//img.alicdn.com/bao/uploaded/i3/168350101797672191/TB2wlqScVXXXXauXpXXXXXXXXXX_!!2048876835-0-rate.jpg|243010547875 | 2015.05.30 11: 01: 55 | zu leicht gebrochen | 19 | //img.alicdn.com/bao/uploaded/i3/168350101797672191/TB2wlqScVXXXXauXpXXXXXXXXXX _ !! 2048876835-0-rate.jpg |,,,2015-05-25 17:49:162015.05.25 17.49.16,,,
,,"马马虎虎，感觉是库存仓底的货So-so, das Gefühl der Unterseite der Warenlager Lager",2015-05-25 16:43:142015.05.25 16.43.14,,,
,,还不错 就是还是大Auch gut ist immer noch groß,2015-05-25 16:13:232015.05.25 16.13.23,,,
,,"买这类正规品牌就比较放心尺码，而且还偏大，就是有点贵。Kaufen entspannter Marken wie regelmäßige Größe, aber auch zu groß ist, ist ein wenig teuer.不过还是支持了，好评！Aber immer noch unterstützt, Lob!",2015-05-25 13:04:012015.05.25 13.04.01,,,
,,不错Recht,2015-05-25 08:47:302015.05.25 08.47.30,,,
,,"宝贝很好，老公穿上正合适Gute Baby, legte ihren Mann auf genau richtig",2015-05-24 21:09:492015.05.24 21.09.49,,,
,,十分不错Sehr gut,2015-05-24 18:30:092015.05.24 18.30.09,,,
,,"衣服还可以就是不知道是不是正品还有那个条形码扫不出来Kleidung kann auch einfach nicht wissen, dass es nicht echt Barcode-Sweep aus",2015-05-24 14:50:002015.05.24 14.50.00,,,
,,"老公穿上还不错，这里有图片v812339320Mein Mann zog ziemlich gut, hier sind Bilder v812339320",2015-05-24 13:07:202015.05.24 13.07.20,,,
,,"衣服不错,大小合适。Gute Kleidung, die richtige Größe.",2015-05-24 12:48:102015.05.24 12.48.10,,,
,,非常满意。Sehr zufrieden.穿起来很舒适。Tragen sehr komfortabel.,2015-05-24 12:16:432015.05.24 00.16.43,,,
,,"不错，就是买大了Nun, das ist zu kaufen groß",2015-05-24 11:54:202015.05.24 11.54.20,,,
,,"很好，号码稍大Nun, das ist etwas größer die Zahl",2015-05-24 09:46:012015.05.24 09.46.01,,,
,,不错\n不错Ja \ n gut,2015-05-24 05:33:472015.05.24 05.33.47,,,
,,"彪马的号怎么这么大，xxl简直大几个号，还花了我20改衣服。Puma, wie eine so große Zahl, xxl nur ein paar Zahlen, groß, verbrachte ich auch 20 umziehen.",2015-05-23 18:14:142015.05.23 18.14.14,,,
,,"不错，好评。Ja, zu loben.",2015-05-23 17:17:132015.05.23 17.17.13,,,
,//img.alicdn.com/bao/uploaded/i4/140340100965736228/TB2yAsDcFXXXXbNXXXXXXXXXXXX_!!2235554034-0-rate.jpg//img.alicdn.com/bao/uploaded/i4/140340100965736228/TB2yAsDcFXXXXbNXXXXXXXXXXXX_!!2235554034-0-rate.jpg,受到货了 真的很满意Ein wirklich nach waren zufrieden,2015-05-23 15:09:362015.05.23 15.09.36,,,
,,质量不错～Gute Qualität ~,2015-05-23 13:47:372015.05.23 13.47.37,,,
,,"在网上买这么多次东西，从来没有像这次这样，差的一塌糊涂，实在太失望，要求退货居然打电话都找不到人，反正绝对不会再买了Schlange, um so viele Dinge zu kaufen, noch nie so so schlecht Chaos, zu enttäuscht, eigentlich fordert die Rückgabe Anruf kann nicht Menschen zu finden, wie auch immer, ich werde nicht mehr zu kaufen",2015-05-23 13:12:232015.05.23 13.12.23,,,
,,"包装不错，到石家庄就2天多，很快，就是客服回复慢，估计有点忙。Verpackung ist gut, dann zwei Tage nach Shijiazhuang schneller, Kundenservice Antwort ist langsam, es wird geschätzt, ein wenig beschäftigt.满意！Zufriedenheit!",2015-05-23 10:33:282015.05.23 10.33.28,,,
,,很满意Sehr zufrieden,2015-05-23 10:26:272015.05.23 10.26.27,,,
,,"很好，卖家服务好，发货超级快。Sehr gut, gut Verkäufer Dienstleistungen, Versand super schnell.5分好评5 Punkte Lob",2015-05-23 09:36:382015.05.23 09.36.38,,,
,,很好Gut,2015-05-22 20:18:242015.05.22 20.18.24,,,
,,质量一般Qualität im Allgemeinen,2015-05-22 20:14:462015.05.22 20.14.46,,,
"242174216719|2015-05-22 18:25:29|差评差评差评|0||您好，关于您反馈的情况，我们进行了核实。242174216719 | 2015.05.22 18: 25: 29 | schlecht schlecht schlecht | 0 || Hallo, Ihr Feedback zu der Situation, die wir überprüft wurden.您由于尺码问题申请退换货，根据店铺规则您寄回的运费我们是无法承担的，不过店铺有赠送运费险，退款成功后，保险公司会赔付一部分，其实你个人承担的部分很少。Zurückkehren Ihre Anwendung, da die Größe des Problems, nach den Regeln der Rückversandlager können wir nicht übernehmen, aber es gibt Souvenirläden Transportversicherung, nach dem Erfolg der Erstattung, wird die Versicherung einen Teil bezahlt werden, in der Tat sehr kleinen Teil der Ihr persönliches Engagement.对于你说的商品尺码问题，每个品牌的尺码都是会不同的， 我们店铺的商品根据设计不同，剪裁也会不同，为了区分不同店铺会在网页上标识“国际码”和“亚洲码”哦！Für die Größe des Problems von Waren zu sagen, dass jede Marke verschiedenen Größen alle unseren Shop Waren, die nach verschiedenen Designs, werden Beschneidungs ​​unterschiedlich sein, um die verschiedenen Geschäften zu unterscheiden wird auf der Seite identifizieren den ""Internationalen Kodex"" und ""Code Asiens"" sein Oh!期待下次带给您更好的购物体验，非常感谢您对于我们的支持！Freuen Sie sich auf das nächste Mal, um Ihnen ein besseres Einkaufserlebnis zu bringen, ich danke Ihnen sehr für Ihre Unterstützung!","//img.alicdn.com/bao/uploaded/i3/139260100896867674/TB2kGswcFXXXXXUXXXXXXXXXXXX_!!747193926-0-rate.jpg,//img.alicdn.com/bao/uploaded/i1/139260100896899120/TB2lKZmcFXXXXcXXXXXXXXXXXXX_!!747193926-0-rate.jpg,//img.alicdn.com/bao/uploaded/i3/139260100896932505/TB2MMsacFXXXXbsXpXXXXXXXXXX_!!747193926-0-rate.jpg//img.alicdn.com/bao/uploaded/i3/139260100896867674/TB2kGswcFXXXXXUXXXXXXXXXXXX_!!747193926-0-rate.jpg,//img.alicdn.com/bao/uploaded/i1/139260100896899120/TB2lKZmcFXXXXcXXXXXXXXXXXXX_!!747193926-0- rate.jpg, // img.alicdn.com/bao/uploaded/i3/139260100896932505/TB2MMsacFXXXXbsXpXXXXXXXXXX_!!747193926-0-rate.jpg","平时都是XL码，今天收到衣服一打开 就觉得衣服这么大，回家一比，一个尺码偏大这么多，要求换货，客服还要我出来回运费，不合理。Ich in der Regel XL Meter erhielt eröffnete heute Kleidung fühle mich so viel Kleidung, der Heimat von einem Verhältnis, eine Nummer zu groß, so viel, und fordern einen Ersatz, den Kundendienst Ich muss der Fracht, unvernünftig wieder heraus.下面有图 尺寸差的太多。Auch hier gibt es Bilder von der Größenunterschied.卖家没有标示衣服偏大。Verkäufer sind nicht gekennzeichnet Kleidung zu groß.",2015-05-22 18:22:562015.05.22 18.22.56,,不好Nicht gut,
,,太容易粘毛毛了Zu leicht zu halten eine haarige,2015-05-22 17:29:432015.05.22 17.29.43,,,
,,老公穿了很帅Das Tragen eines schönen Mann,2015-05-22 15:56:502015.05.22 15.56.50,,,
,,"衣服质量挺好的 款式是我喜欢的那种简单 大方 个人很喜欢Gute Qualität Kleider, Stil ist mein Lieblings-Art von einfachen und eleganten persönlich gefällt",2015-05-22 07:35:532015.05.22 07.35.53,,,
,,码子太大！Völlig andere auch!！!200斤的人穿xl。£ 200 von Menschen tragen xl.。.。.,2015-05-21 22:32:442015.05.21 22.32.44,,,
,,"码偏大，版型不错价格划算Zu groß ist, die Version gut Schnäppchenpreis",2015-05-21 22:21:372015.05.21 22.21.37,,,
,,"衣服不错,点个赞Gute Kleidung, die Spitze eines Chan",2015-05-21 21:21:112015.05.21 21.21.11,,,
,,"有点偏大，不知道会不会褪色Ein wenig zu groß, ich weiß nicht, wird nicht verblassen",2015-05-21 20:50:002015.05.21 20.50.00,,,
,,"衣服质量挺好，服务态度非常好5分，下应该换个颜色 Gute Qualität Kleidung, ist die Haltung sehr gute 5 Minuten, sollte die nächste Farbe zu ändern",2015-05-21 19:12:032015.05.21 19.12.03,,,
,,"好，正品！Gut, authentisch!",2015-05-21 19:11:412015.05.21 19.11.41,,,
,,不好意思。Entschuldigung.确认收货迟了。Eingang zu bestätigen spät.宝贝很棒?是我想要的尺码。Baby groß? Ich möchte Größe.客服棒棒棒?绝对信任。Kundenbangbang Bang? Absolute Vertrauen.物流是我信任的。Logistik ist mein Vertrauen.全部5分Alle 5 Sterne,2015-05-21 17:54:412015.05.21 17.54.41,,,
,,质量不错Gute Qualität,2015-05-21 16:55:382015.05.21 16.55.38,,,
,,还不错Ziemlich gut,2015-05-21 14:51:282015.05.21 14.51.28,,,
,,"衣服很好，快递很快，客服态度很好，不错Gute Kleidung, Ausdruck bald, Kundendienst Haltung ist sehr gut, gute",2015-05-21 12:56:512015.05.21 12.56.51,,,
,,"不错的T恤，尺码正好，偏瘦的人应该小一码，整体不错Ein gutes T-Shirt, Größe ist genau richtig, schlanken Mann sollte kleiner Hof, insgesamt gut",2015-05-21 12:00:302015.05.21 00.00.30,,,
,,"还行吧。Okay.。.。.轻飘飘的感觉，就是这个价格的商品再收取快递费挺让人郁闷。Schwimmende Gefühl, dass der Preis einer Ware wieder aufladen Kurier ganz zum Verrücktwerden.。.。.",2015-05-21 11:11:052015.05.21 11.11.05,"您好，感谢您对于PUMA的支持，店铺的运费是PUMA和快递公司合作签署决定的，并不是我们私自订的价格，所以非常抱歉不能随意修改，您的意见对于我们很重要，我们会反馈给相关部门，以便做到更好，我们会竭诚为您服务，祝您生活愉快，谢谢！Hallo, ich danke Ihnen für Ihre Unterstützung für PUMA, ist der Shop PUMA Fracht und Kurierunternehmen unterzeichneten eine Entscheidung, nicht unsere privat Set Preise, so sehr leid, dass wir nicht frei geändert werden können, ist Ihre Meinung für uns sehr wichtig, wir Feedback geben die zuständigen Dienststellen besser zu machen, werden wir uns freuen, Ihnen zu dienen, ich wünsche Ihnen ein glückliches Leben, danke!",,
,,号码绝对偏大Absolute Nummer zu groß,2015-05-21 08:28:062015.05.21 08.28.06,,,
,,东西还不错Gute Sache,2015-05-20 23:03:582015.05.20 23.03.58,,好Okay,
,,"非常好，强烈推荐大家购买！Große, empfehlen wir Kauf!！!！!",2015-05-20 21:56:462015.05.20 21.56.46,,,
,,"质量很好，面料很软，手敢不错，就是穿着有点偏大，物流很给力，Gute Qualität, der Stoff sehr weich, hand'm gut, trägt ein wenig zu groß, ist die Logistik zu zwingen,",2015-05-20 21:13:182015.05.20 21.13.18,,,
,,服务态度很好 物流很快 五星Guter Service Haltung Logistik schnell Luxury,2015-05-20 21:03:212015.05.20 21.03.21,,,
,,"质量真差，不值这个钱，号码偏大不是正品Wirklich schlechte Qualität, nicht das Geld wert, ist die Anzahl zu groß ist nicht echt",2015-05-20 20:44:562015.05.20 20.44.56,"您好，首先给您带来不便非常抱歉，针对您的反馈意见我们也十分的重视，但是需要和您进行下解释，我们PUMA官方店是天猫平台唯一一家旗舰店，也是唯一一家店铺直营店，针对商品是否是正品的问题上您绝对可以放心！Hallo, zunächst einmal sehr leid für die Unannehmlichkeiten, für Ihr Feedback und wir sehr ernst, aber Sie brauchen, um im folgenden erläutert, Puma wir offiziellen Shop Lynx-Plattform ist die einzige, Flagship-Store ist der einzige Shop Direkt Shop für Waren ab, ob es ein echtes Problem, das können Sie sicher sein ist!我们店铺承诺7天无理由退货，如对于产品有任何问题您可以随时联系旺旺在线客服哦，我们也会不断改进我们的商品质量以及服务，期待下次带给您更好的购物体验，非常感谢您对于我们的支持OOUnser Engagement Geschäft 7 Tage keinen Grund, zurückzukehren, wie die Produkte irgendwelche Fragen haben können Sie sich jederzeit an Willst Online-Kundenservice Oh, werden wir auch weiterhin unsere Produktqualität und Service zu verbessern, freuen uns auf das nächste Mal, um Ihnen ein besseres Einkaufserlebnis zu bringen, ich danke Ihnen sehr Ihre Unterstützung für unsere OO",,
,,"这么多年没买到这么合适的T恤了，比三叶草的上身舒服，而且穿着大小正好，好评！So geeigneten seit so vielen Jahren nicht kaufen T-Shirts und mehr als Klee Oberkörper komfortabel, und trägt eine Größe genau richtig, Lob!",2015-05-20 20:28:322015.05.20 20.28.32,,,
,,码太大Code zu groß,2015-05-20 19:42:392015.05.20 19.42.39,,,
,,"居然还收邮费，呵呵Tatsächlich erhielt auch Porto, Oh",2015-05-20 16:13:132015.05.20 16.13.13,,,
,,"先前买大了，马上给更换了一件，客服服务好，相当满意的一次网购Früher kaufte große, sofort auf den Ersatz von einem Stück guter Kundenservice, mit Online-Shopping sehr zufrieden",2015-05-20 14:10:022015.05.20 14.10.02,,,
,,"衣服是短胖型的，老公183身高，195斤，客服说xxL号能穿，穿上又短又胖，280斤以上都能穿的胖衣，退换货那费劲，只好花钱拿去修修，非常生气Short Fett Art der Kleidung, ihr Mann 183 Höhe, 195 £, Kundendienst, sagte Nummer xxL zu tragen, zu klein und dick, 280 Pfund oder mehr kann Fett Kleidung zu tragen, zurück, dass hart, aber Geld ausgeben, um Na Quxiu reparieren setzen sehr wütend",2015-05-20 13:58:422015.05.20 13.58.42,,,
,//img.alicdn.com/bao/uploaded/i2/143210100699521060/TB2aGKTcVXXXXa1XXXXXXXXXXXX_!!1112224321-0-rate.jpg//img.alicdn.com/bao/uploaded/i2/143210100699521060/TB2aGKTcVXXXXa1XXXXXXXXXXXX_!!1112224321-0-rate.jpg,"很好， 好评， 卖家推荐的尺码很合适， 就是邮费有点贵, Lob gut, ist der Verkäufer empfohlene Größe sehr sinnvoll, dass ein wenig teuer Versand",2015-05-20 10:35:312015.05.20 10.35.31,,,
,,"老公穿着挺帅气的，很合身，质量不错，是正品Mein Mann trug sehr schön, sehr fit, gute Qualität, echt ist",2015-05-19 21:22:082015.05.19 21.22.08,,,
,,"还可以，跟专卖店一样，价格也差不多Es kann auch mit dem gleichen Speicher, der Preis ist fast",2015-05-19 20:48:592015.05.19 20.48.59,,,
,,帮别人买的Jemand anderes zu kaufen,2015-05-19 20:24:032015.05.19 20.24.03,,,
,,"太大了 。Too.我这样的身材穿着 居然还大不少 其他还好Ich Zahl, die eine Menge von anderen besser tatsächlich größer",2015-05-19 16:45:352015.05.19 16.45.35,,,
,,衣服很好 喜欢Wie gute Kleidung,2015-05-19 16:29:292015.05.19 16.29.29,,,
,,"质量很好，手感不错，款式很好Qualität ist sehr gut, ein gutes Gefühl, guten Stil",2015-05-19 13:45:522015.05.19 13.45.52,,卖家快递服务都很好Kurierdienste sind guter Verkäufer,
,,还好Glücklicherweise,2015-05-19 12:50:042015.05.19 00.50.04,,还好 习惯好评Glücklicher üblichen Lob,
,,尺码有点大其他多还可以Größe kann auch ein bisschen zu groß mehr als andere,2015-05-19 11:45:492015.05.19 11.45.49,,,
"241946050199|2015-06-02 18:35:39|穿左半个月。241946050199 | 2015.06.02 18: 35: 39 | durch die linke Hälfte.感觉就是垃圾做的衣服。Gefühl ist, Müll zu tun Kleidung.变型。Varianten.掉毛！Haarausfall!如果他说是正品那就是国产货的问题 反正这家店就是山寨货的店。Wenn er sagt, ist echtes Problem, das ohnehin in China hergestellt wird, ist dieser Speicher ein knockoff Shop.。.大家不要给好评论骗拉。Bitte geben Sie nicht gute Kritiken zu ziehen betrügen.|14||| 14 ||",//img.alicdn.com/bao/uploaded/i4/15137081283646303/TB2ZyStcVXXXXcAXXXXXXXXXXXX_!!132855137-0-rate.jpg//img.alicdn.com/bao/uploaded/i4/15137081283646303/TB2ZyStcVXXXXcAXXXXXXXXXXXX_!!132855137-0-rate.jpg,"超失望。Super enttäuscht.。.感觉垃圾做的衣服。Gefühl, sich weigern, Kleidung zu tun.起毛是通病。Fluff ist ein häufiges Problem.。.掉毛就是问题。Haarausfall ist ein Problem.。.掉拉一身毛。Ziehen Sie ein Haar.只能说国产货真没什么好东西。Nichts kann wirklich nur sagen, gute Dinge in China hergestellt.淘宝更是假货市场。Taobao ist die gefälschte Markt.。.无语啊。Silent-ah.洗拉水退不了。Zillah Wasser nicht zurück.。.不想老板找我麻烦给个中评吧！Der Chef wollte mich nicht irgendwelche Schwierigkeiten bei der Beurteilung der sie zu geben!！!！!！!！!！!！!",2015-05-19 11:36:492015.05.19 11.36.49,,,
,,情侣装 超级赞 我俩穿的都很合适~我平常穿L这次xl刚合适 他平常xxl这次xl刚好 供参考~Paare Super Like us Tragen sehr gut geeignet - trage ich meistens L Die üblichen XXL XL gerade recht er xl nur als Referenz ~,2015-05-19 10:56:092015.05.19 10.56.09,,,
,,"不错的衣服，很宽松，适合运动。Gute Kleidung, sehr locker, für den Sport geeignet.",2015-05-19 10:52:512015.05.19 10.52.51,,,
,,"衣服很宽松，适合运动穿，老爷子很喜欢！Kleidung sehr lose, geeignet für Sportbekleidung, Vater mochte!",2015-05-19 10:52:512015.05.19 10.52.51,,"快递是第二天发出来的，还算及时！Express am nächsten Tag zu der gesendet wird, ziemlich schnell!",
,,挺舒服Sehr bequem,2015-05-19 10:10:322015.05.19 10.10.32,,,
,,"五星的店铺。Luxusgeschäfte.五星的服务，五星的态度。Fünf-Sterne-Service, Fünf-Sterne-Haltung.，下次还来。, Das nächste Mal kommen.生意兴隆。Geschäft boomt.。.。.好评，，五星。Gut ,, Stern.。.，.",2015-05-19 10:10:312015.05.19 10.10.31,,,
,,"五星的店铺。Luxusgeschäfte.五星的服务，五星的态度。Fünf-Sterne-Service, Fünf-Sterne-Haltung.，下次还来。, Das nächste Mal kommen.生意兴隆。Geschäft boomt.。.。.好评，，五星。Gut ,, Stern.。.，.",2015-05-19 10:10:312015.05.19 10.10.31,,,
,,"衣服不错，码子大了一点Gute Kleidung, ist ein wenig ganz andere",2015-05-19 08:36:272015.05.19 08.36.27,,,
,,"同事的儿子很喜欢，小一个号正合适。Son Kollegen gefiel, eine kleine Zahl genau richtig.质量也不错，穿上很大气。Gute Qualität, tragen sehr stimmungsvoll.",2015-05-19 08:12:402015.05.19 08.12.40,,,
,,"快递非常块，东西也不错Express sehr Block, die Dinge gut",2015-05-19 07:55:482015.05.19 07.55.48,,,
,,"太肥了，不是一般的肥！Zu dick, nicht die üblichen Fett!",2015-05-19 06:21:522015.05.19 06.21.52,,,
,,态度好 质量杠杠Attitude von guter Qualität Leverage,2015-05-18 20:22:342015.05.18 20.22.34,,,
,,"不错，穿着挺舒服的Ja, tragen sehr komfortabel",2015-05-18 19:59:472015.05.18 19.59.47,,,
,,"全棉，柔软，很好Baumwolle, weich, sehr gut",2015-05-18 19:18:572015.05.18 19.18.57,,,
,,"不错，满意。Ja, zufrieden.",2015-05-18 19:03:292015.05.18 19.03.29,,,
,,正品！Genuine!物美价廉！Preiswert!,2015-05-18 16:13:242015.05.18 16.13.24,,,
,,"尺码相差太大，洗完严重缩水！Größenunterschied zu groß ist, Wasch ernsthaft verringert!",2015-05-18 15:55:192015.05.18 15.55.19,,,
,,质量很好物流挺快是真货Gute Qualität Logistik sehr schnell ist die eigentliche Sache,2015-05-18 15:38:202015.05.18 15.38.20,,,
,,"很好的衣服，稍瘦但也不错，物流飞快很满意。Gute Kleidung, ein wenig dünn, aber auch gut, die Logistik schnell sehr zufrieden.",2015-05-18 15:36:552015.05.18 15.36.55,,,
,,"很不错的，很喜欢，穿上很好看Sehr gut, ich mochte es, auf einem guten Blick setzen",2015-05-18 13:26:482015.05.18 13.26.48,,,
,,太大Zu,2015-05-18 00:34:162015.05.18 00.34.16,,,
,,好好好Gut gut,2015-05-17 21:41:582015.05.17 21.41.58,,,
,,"防的，和专卖店有差别....Defense, und speichert einen Unterschied ....",2015-05-17 21:41:262015.05.17 21.41.26,,,
,,"号大了点，但可以穿。Kein großer Punkt, aber man kann tragen.",2015-05-17 18:00:122015.05.17 18.00.12,,,
,,"不错，正品彪马，很适合我Ja, Authentic Puma, sehr geeignet für mich",2015-05-17 15:09:112015.05.17 15.09.11,,,
,,一般General,2015-05-17 11:14:542015.05.17 11.14.54,,,
,,"商家说168，100斤的女生穿l号就可以，结果买来呢，呵呵。Unternehmen, die 168.100 £ von den Mädchen kann l Nummer tragen, das Ergebnis zu kaufen, huh, huh.",2015-05-17 10:10:542015.05.17 10.10.54,,,
,,"官方旗舰店的东西还用质疑吗？Etwas offizielle Flagship-Store wird auch verwendet, in Frage zu stellen?发货很快哦！Versand bald Oh!",2015-05-17 08:41:432015.05.17 08.41.43,,,
,,拿回来。Holen Sie es zurück.真心太大了。Wirklich zu groß.就给退了。Zurück geben.客服超赞。Service awesome.快速的帮我处理。Mir schnell helfen.,2015-05-16 19:45:032015.05.16 19.45.03,,,
,,"衣服不错，穿起来很帅Gute Kleidung, tragen sehr gut aussehend",2015-05-16 18:42:462015.05.16 18.42.46,,,
,,挺好的Sehr gut,2015-05-16 17:05:522015.05.16 17.05.52,,,
,,挺好Sehr gut,2015-05-16 13:47:272015.05.16 13.47.27,,,
,,还不错Ziemlich gut,2015-05-16 12:48:492015.05.16 12.48.49,,,
,,haihaoHaihao,2015-05-16 10:35:062015.05.16 10.35.06,,,
